"lat"	"long"	"name"	"url"	"user"	"id"	"price"	"stars"	"reviews"	"accommodates"	"bathrooms"	"bedrooms"	"beds"	"propType"	"roomType"	"filename"
41.8831715886839	-87.6255103861744	"Live in the Loop"	"/rooms/6608947?s=S9QOsOte"	16499771	6608947	179	5	25	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.8976149497486	-87.6660457051666	"Private Room, 15 min from downtown"	"/rooms/10656447?s=S9QOsOte"	53198728	10656447	50	4.5	4	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9576689311091	-87.7327515037142	"Suburb living in the city"	"/rooms/11456541?s=S9QOsOte"	7698967	11456541	30	5	3	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8939484129891	-87.6184458485789	"Apartment for Rent"	"/rooms/8537894?s=L-wz6J1W"	44949553	8537894	140	4.5	37	"3"	1	0	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9212024936515	-87.6356968453709	"Lincoln Park Apt- 1 Bed/Bath"	"/rooms/7110381?s=MX-0GO4V"	37247446	7110381	150	5	3	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.8921515455885	-87.6287958407026	"Heart of the City Highrise"	"/rooms/2331706?s=MX-0GO4V"	11908351	2331706	80	5	4	"2"	2	1	2	"Condominium"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9459053815652	-87.653820791553	"Designer apartment in a quirky home"	"/rooms/3739169?s=MX-0GO4V"	3230291	3739169	89	4.5	57	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9503615771195	-87.6596611905452	"Apartment steps from Wrigley Field!"	"/rooms/11587380?s=exSx3Ful"	60539518	11587380	75	0	2	"4"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9480642758061	-87.6592690234119	"Wrigleyville Condo"	"/rooms/8066419?s=exSx3Ful"	42605807	8066419	189	5	5	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9095362630749	-87.6678912044438	"Vintage 1 Bedroom in Bucktown!"	"/rooms/6078196?s=exSx3Ful"	31550308	6078196	65	5	12	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9131611067301	-87.6381312348012	"Charming Apartment in Old Town"	"/rooms/929914?s=5Me0xD82"	5007980	929914	115	5	137	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9323481981077	-87.7204540673658	"Bed in Avondale 3-Flat"	"/rooms/10083162?s=5Me0xD82"	645234	10083162	35	5	16	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8726632062684	-87.6530960057456	"Downtown Comfy and Modern Condo!!!"	"/rooms/736359?s=5Me0xD82"	3010218	736359	55	4.5	206	"3"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9642310018307	-87.8010737123381	"Elvis is in the house! Retro Pad"	"/rooms/10036849?s=n06sVKT0"	51522838	10036849	35	5	4	"1"	1	1	1	"Bed & Breakfast"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8936835098076	-87.6719553788262	"Comfy Twin Bed In East Village"	"/rooms/8399455?s=n06sVKT0"	42859996	8399455	47	0	2	"1"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9117872865264	-87.6706291990655	"Bucktown Luxury Home Living"	"/rooms/7816608?s=AmaDCM-n"	41151770	7816608	99	5	14	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9424651007983	-87.6435580966987	"Spacious 1 Bedroom in Lakeview!"	"/rooms/7801570?s=AmaDCM-n"	35829915	7801570	89	5	6	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9361171400625	-87.6422096794458	"Spacious 1 Bedroom w/ rooftop"	"/rooms/12157460?s=AmaDCM-n"	43193529	12157460	86	0	0	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9174909215249	-87.7004065380936	"Cozy Artist Space in Logan"	"/rooms/9044592?s=AmaDCM-n"	17781853	9044592	100	4.5	12	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9560803076041	-87.69888834956	"Cozy apt near downtown!"	"/rooms/8537508?s=9SpZ5QXL"	9212162	8537508	55	5	24	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8376635009167	-87.6504393782285	"#GoldPalace# Near Downtown Chicago"	"/rooms/11641845?s=9SpZ5QXL"	61724157	11641845	19	5	11	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9205990233018	-87.6864430447041	"1 bedroom apartment in Bucktown"	"/rooms/6182208?s=9SpZ5QXL"	32059125	6182208	99	5	14	"2"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9247235880242	-87.6403430820682	"Lincoln Park huge 1bdr city views"	"/rooms/6261301?s=9SpZ5QXL"	32533323	6261301	168	5	59	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.8724099499066	-87.6521278347822	"Downtown Clean&Cozy Spacious Condo "	"/rooms/736366?s=y36nGvI1"	3010218	736366	55	4.5	265	"2"	1	1	1	"Condominium"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9054617308784	-87.6662370889829	"Cool Private Bedroom in Wicker Park"	"/rooms/2577401?s=y36nGvI1"	3932195	2577401	65	4.5	12	"1"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8746818746988	-87.68951017512	"Cozy private room close to transit"	"/rooms/11238066?s=qdKUOkUI"	45150801	11238066	65	0	1	"2"	1	1	1	"Condominium"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9338734927744	-87.7109711101356	"Relaxing - Blue Line & Private Bath"	"/rooms/5618878?s=qdKUOkUI"	11108717	5618878	49	5	25	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8529475344793	-87.7002606305503	"Pastel Cat Palace Near Downtown"	"/rooms/7432304?s=qdKUOkUI"	16480011	7432304	36	4.5	21	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.910002945279	-87.6841344918607	"Wicker Park|Private Room|Near Train"	"/rooms/2204244?s=qdKUOkUI"	6557364	2204244	60	4.5	180	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9709531296922	-87.6570567223726	"Refurbished Vintage Condo in Uptown"	"/rooms/5645139?s=qdKUOkUI"	13195824	5645139	81	5	26	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8100146464809	-87.6092109375066	"Spacious, New Condo near Downtown"	"/rooms/11430883?s=4KUK_H6K"	60054811	11430883	110	5	3	"4"	2	2	3	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_all.txt"
41.9122669769076	-87.6684137439914	"Hotel-like Room w/Private Entrance"	"/rooms/9164681?s=4KUK_H6K"	34141109	9164681	66	4.5	19	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.7839691963224	-87.5972099661508	"Cozy guest room 1 block from U of C"	"/rooms/8824905?s=4KUK_H6K"	42322567	8824905	46	5	41	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9688854508428	-87.7123717640403	"The Bee Room"	"/rooms/9906855?s=4KUK_H6K"	20486823	9906855	50	4.5	3	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.9061647240885	-87.6428545087344	"Beautiful condo in Old Town Chicago"	"/rooms/7747907?s=4KUK_H6K"	40727702	7747907	88	5	36	"2"	1	1	1	"Condominium"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8525775270574	-87.6217979282381	"Visiting Chicago & McCormick place?"	"/rooms/4070426?s=ZjvtrvyJ"	21112154	4070426	79	4.5	81	"1"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_all.txt"
41.8896454568938	-87.6421619533021	"Studio Apt in Luxury High Rise"	"/rooms/12367718?s=ayaawVnC"	50072835	12367718	124	0	0	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8942855357513	-87.8007369107383	"Frank Lloyd Wright Coach House"	"/rooms/9905207?s=ayaawVnC"	46419629	9905207	95	5	4	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8136627037481	-87.8167003746474	"Modern Radiant Floor Heat Condo"	"/rooms/4681334?s=ayaawVnC"	14865370	4681334	150	4.5	7	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9289153024518	-87.7048263299839	"Vintage One Bedroom in Logan Square"	"/rooms/7843623?s=ayaawVnC"	10680926	7843623	80	5	39	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9697268222626	-87.6735073752405	"Close to CTA Brown Line & The Lake"	"/rooms/7622617?s=ayaawVnC"	38352562	7622617	115	0	2	"4"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8598680542761	-87.6479431478382	"University Village Condo"	"/rooms/6396451?s=ayaawVnC"	33352393	6396451	150	5	15	"3"	2	2	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9627732730355	-87.7841395347226	"A City night's escape in Chicago"	"/rooms/7730115?s=ayaawVnC"	40620214	7730115	83	5	14	"3"	1	1	1	"House"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9363844123382	-87.653429987707	"1 bedroom in the heart of lakeview"	"/rooms/7603012?s=ayaawVnC"	25131767	7603012	120	4.5	4	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9530319716822	-87.7303468826324	"Cozy Condo. Steps to CTA Blue Line"	"/rooms/9997650?s=ayaawVnC"	6795427	9997650	75	0	2	"3"	2	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9333773188177	-87.6591172596776	"CHEAP & PRIVATE! Easy to Downtown!"	"/rooms/521800?s=ayaawVnC"	1549806	521800	59	5	98	"2"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9567121571221	-87.6539899053399	"Sunny 6th Floor Apt Close to Lake"	"/rooms/12115061?s=ayaawVnC"	28593652	12115061	120	0	0	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.90669839611	-87.6286903216609	"Gold Coast Studio"	"/rooms/86268?s=ayaawVnC"	473487	86268	144	4.5	137	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9301293850218	-87.702360316222	"Logan Square Studio"	"/rooms/6588681?s=ayaawVnC"	5212119	6588681	85	5	35	"2"	1	0	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8754385573446	-87.6293636213255	"Spacious, Central 1BR Downtown"	"/rooms/1181974?s=ayaawVnC"	259670	1181974	129	4	77	"4"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.891878278233	-87.6291043122968	"Heart of Chicago with AWESOME view"	"/rooms/11223342?s=ayaawVnC"	19801282	11223342	150	0	0	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8822290698525	-87.6431827502204	"Cozy 1BDR close to everything"	"/rooms/4573791?s=ayaawVnC"	22015056	4573791	102	0	0	"3"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9491142051348	-87.6492811019198	"Sunny Boystown Condo"	"/rooms/7134393?s=ayaawVnC"	5760690	7134393	160	5	3	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9428850072585	-87.6425075473445	"Quaint Studio in great neighborhood"	"/rooms/6862490?s=ayaawVnC"	35960326	6862490	125	5	10	"2"	1	0	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9288481373096	-87.6964765041738	"ENTIRE HOME APT/2 BEDROOM"	"/rooms/8326647?s=ayaawVnC"	43894397	8326647	78	5	12	"2"	1	2	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8938268251734	-87.6236314575863	"Convenient Magnificent Mile Walk-Up"	"/rooms/9717268?s=ayaawVnC"	47172572	9717268	200	5	17	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9489856361175	-87.6435472916855	"Vintage charm steps from the lake!"	"/rooms/5457222?s=ayaawVnC"	17114089	5457222	100	4.5	38	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9688075985363	-87.6941703205117	"Quiet 1 bdrm near Brown Line train"	"/rooms/7695801?s=ayaawVnC"	27615683	7695801	59	5	3	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8551716683352	-87.6619105746546	"Renovated, Convenient, Tidy Flat"	"/rooms/4271551?s=ayaawVnC"	4981421	4271551	69	5	92	"4"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8877834327117	-87.6231587971194	"Amazing Condo w/ View 40th Floor!"	"/rooms/10011728?s=ayaawVnC"	51421616	10011728	99	4.5	10	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9291199141328	-87.6595777589327	"Lincoln Park Oasis - Unit 1"	"/rooms/387336?s=ayaawVnC"	15365	387336	240	4.5	39	"7"	1	3	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8561694159498	-87.6542075922246	"SUNNY & STYLISH IN PILSEN"	"/rooms/3159098?s=ayaawVnC"	16028181	3159098	62	5	36	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9712177011551	-87.6518413760633	"Bright and Airy 1 bd Close to Lake"	"/rooms/7457065?s=ayaawVnC"	4942164	7457065	115	5	14	"4"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9333713937583	-87.6425373366597	"Spacious studio w. balcony & views"	"/rooms/8367823?s=ayaawVnC"	9891936	8367823	99	5	3	"4"	1	0	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9393573141853	-87.6443838838035	"* Charming Apt in Prime Location *"	"/rooms/8486297?s=ayaawVnC"	8513873	8486297	92	5	15	"3"	1	0	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.9814489935718	-87.6558448146023	"Huge 1bd w/ pvt parking!"	"/rooms/7064810?s=ayaawVnC"	34824923	7064810	149	4.5	4	"4"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.8824345064858	-87.6845631259547	"Fantastic Condo near downtown"	"/rooms/8407602?s=ayaawVnC"	38793636	8407602	120	0	0	"5"	2	2	2	"Condominium"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.894034862688	-87.6175409284767	"Downtown 1-bedroom w/luxe views"	"/rooms/8616610?s=ayaawVnC"	18515581	8616610	169	4.5	5	"4"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Chicago--IL_entire.txt"
41.897165949136	-87.6748622950974	"Hotel Room Jacumba"	"/rooms/5925304?s=wT7IJDNJ"	30767325	5925304	160	0	1	"1"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8325100258949	-87.6209520895203	"Private Room in Duplex Near Loop"	"/rooms/8593044?s=wT7IJDNJ"	4434	8593044	60	5	14	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.7646877576242	-87.5721483980089	"Single room SouthShore Bungalow"	"/rooms/5576190?s=wT7IJDNJ"	28501460	5576190	30	4.5	23	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8896139237658	-87.6404873864737	"Gorgeous Room Private Bath"	"/rooms/1497528?s=wT7IJDNJ"	6294839	1497528	77	5	141	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8840591766887	-87.7091194800908	"Washington \Celestial\ Guest Room"	"/rooms/11276504?s=wT7IJDNJ"	22608682	11276504	37	5	13	"2"	1.5	1	1	"House"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.966162087382	-87.6541935811213	"Sunny 3rd Floor Walk-Up Guest Room"	"/rooms/11722990?s=wT7IJDNJ"	44500078	11722990	49	5	4	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.9127405183911	-87.6864680137793	"Pillow in the Pantry"	"/rooms/7493754?s=wT7IJDNJ"	36678092	7493754	40	5	22	"1"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8700980905237	-87.681230305704	"Gorgeous Private Room!! "	"/rooms/5226892?s=wT7IJDNJ"	26531973	5226892	60	4.5	14	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.9238300595573	-87.6973528052129	"Master bedroom w/ en suite bathroom"	"/rooms/4259092?s=wT7IJDNJ"	22104902	4259092	75	5	47	"2"	2	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.9706191348897	-87.6671755611558	"Andersonville-Modern Townhouse"	"/rooms/8052008?s=wT7IJDNJ"	32235780	8052008	85	4.5	10	"2"	1	1	1	"Townhouse"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.9029967849176	-87.6277432642893	"Prime location. Heart of downtown"	"/rooms/5512801?s=wT7IJDNJ"	28399607	5512801	130	5	9	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8477341820057	-87.6823450392001	"Casa Corazón (W) near Rush / UIC"	"/rooms/1759389?s=wT7IJDNJ"	1559157	1759389	67	5	51	"1"	1	1	1	"House"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.9962961722941	-87.6564524276618	"One bedroom/one bath"	"/rooms/7094014?s=wT7IJDNJ"	37088152	7094014	50	4.5	19	"1"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8835472002891	-87.6858881212564	"Fantastic Modern/Smart Condo!"	"/rooms/8367754?s=wT7IJDNJ"	38793636	8367754	50	4.5	10	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8704106620545	-87.6862309575943	"Private Balcony Room in Huge Loft"	"/rooms/5917287?s=wT7IJDNJ"	30729610	5917287	100	5	24	"3"	1	1	1	"Condominium"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8411198218521	-87.6441811373744	"Lovely home away from home!"	"/rooms/11080468?s=wT7IJDNJ"	57474731	11080468	48	5	9	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.9205531795884	-87.6874349909715	"Bucktown - Great Northside Location"	"/rooms/2011301?s=wT7IJDNJ"	5166793	2011301	75	4.5	121	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8855303092492	-87.6185676380159	"Beautiful Downtown Condo!!"	"/rooms/12290789?s=wT7IJDNJ"	66241869	12290789	65	0	0	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8512452047743	-87.7019038727789	"(Downtown in 15m) Private Queen #3"	"/rooms/8534495?s=wT7IJDNJ"	35247963	8534495	30	4.5	3	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
41.8913619786067	-87.6374244324547	"River North Loft in Prime Location"	"/rooms/4267901?s=wT7IJDNJ"	9377677	4267901	115	5	90	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Chicago--IL_private.txt"
29.7355834225674	-95.4133045721914	"Upper Kirby/Galleria/Montrose/Med C"	"/rooms/5468179?s=o5Lq41E4"	16533520	5468179	83	5	155	"3"	1	1	2	"House"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
29.7504060661754	-95.3686291256026	"20th Floor Downtown High Rise Apt"	"/rooms/12165543?s=o5Lq41E4"	52831291	12165543	99	0	2	"2"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
29.73173550402	-95.3911890751203	"Montrose/Museum District Apartment"	"/rooms/11943141?s=o5Lq41E4"	31726773	11943141	49	5	9	"3"	1	1	1	"Apartment"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
29.7473537777671	-95.3201561187769	"Clean Home! Cozy Private Room/Bath"	"/rooms/249741?s=o5Lq41E4"	1299791	249741	39	5	6	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.751534486584	-95.3824583350564	"Modern 1st floor in luxury townhome"	"/rooms/7453760?s=o5Lq41E4"	39036201	7453760	55	5	26	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.7472264940109	-95.3962157250978	"Safe Clean Private ensuite 1BD 1BTH"	"/rooms/9717384?s=o5Lq41E4"	10083453	9717384	64	5	29	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.7818778516212	-95.3806041626486	"Home Suite Home in the Heights"	"/rooms/12006259?s=jGcIQdG2"	28394460	12006259	59	5	6	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.7587035512012	-95.3867947768943	"Charming 2bd- Unbeatable Location!"	"/rooms/9156151?s=jGcIQdG2"	3317535	9156151	60	5	5	"2"	1	1	2	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.74342861963	-95.3707763877277	"Efficient Luxury - Private Bedroom"	"/rooms/4262319?s=4Cut9cMQ"	22122892	4262319	48	4.5	71	"2"	1	1	1	"Dorm"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.7478839231471	-95.3911042587634	"Clean, comfortable, & classy flat"	"/rooms/5976399?s=4Cut9cMQ"	18064586	5976399	72	5	112	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.7646227669516	-95.3362098215403	"First Floor Privacy -Downtown Space"	"/rooms/7005307?s=4Cut9cMQ"	16548867	7005307	65	5	8	"2"	1	1	1	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.7728633299769	-95.3636312549325	"Rooms for rent, convenient location"	"/rooms/11961375?s=bnGHhbkT"	61965648	11961375	20	0	1	"2"	3	1	2	"House"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.8001676427285	-95.3532928700819	"Best deal Best price Downtown."	"/rooms/7664399?s=bnGHhbkT"	31982144	7664399	55	4.5	41	"2"	1	1	1	"House"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
29.7969958297786	-95.4191890787347	"QUIET CARRIAGE HOUSE WITH POOL"	"/rooms/11410153?s=bnGHhbkT"	29706192	11410153	124	5	5	"3"	1	0	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
29.752134336465	-95.3534748920258	"Downtown Houston - Clean & Secure"	"/rooms/7368754?s=bnGHhbkT"	15213490	7368754	115	5	32	"6"	1	1	2	"Apartment"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
29.7116611857081	-95.3416456494756	"Private room near U of H campus!"	"/rooms/12220744?s=cD8WgrBU"	5666639	12220744	40	0	0	"2"	1	1	1	"Apartment"	"Private room"	"airbnb_scrape_Houston--TX_all.txt"
29.6976207643348	-95.4109036295521	"Med Center Condo/Walk 2 NRG & Rail"	"/rooms/6671751?s=cD8WgrBU"	3905103	6671751	96	5	15	"4"	1	1	2	"Condominium"	"Entire home/apt"	"airbnb_scrape_Houston--TX_all.txt"
